Dot Number,Position,Metric1,Metric2,Metric3,Metric4
5,middle right,1.12,1.12,0.0012,-3.13
5,middle right,1.23,1.23,0.0021,-6.67
5,middle right,1.2,1.2,0.002,-6.98
5,middle right,1.0,1.0,0.0,-8.62
5,middle right,1.09,1.09,0.0009,-5.91
5,middle right,1.05,1.05,0.0005,-4.65
5,middle right,1.08,1.08,0.0008,-6.33
5,middle right,1.02,1.02,0.0002,-6.48
5,middle right,1.18,1.18,0.0017,-8.71
5,middle right,1.18,1.18,0.0017,-8.71
5,middle right,1.1,1.1,0.001,-8.09
5,middle right,1.02,1.02,0.0002,-7.2
5,middle right,1.11,1.11,0.0011,-6.64
5,middle right,1.05,0.95,0.0005,-8.27
5,middle right,1.19,1.19,0.0019,-12.83
5,middle right,1.21,1.21,0.0023,-6.99
5,middle right,1.32,1.32,0.0034,-1.68
5,middle right,1.36,1.36,0.0041,-6.01
5,middle right,1.12,1.12,0.0013,-3.57
5,middle right,1.26,1.26,0.0027,3.57
5,middle right,1.11,1.11,0.0012,-8.54
5,middle right,1.11,1.11,0.0012,-8.54
5,middle right,1.1,1.1,0.0011,-9.48
5,middle right,1.19,1.19,0.0019,-10.09
5,middle right,1.26,1.26,0.0028,-7.71
5,middle right,1.38,1.38,0.0035,-10.0
5,middle right,1.16,1.16,0.0017,-12.75
5,middle right,1.22,1.22,0.0023,-7.59
5,middle right,1.17,1.17,0.0017,-5.83
5,middle right,1.03,1.03,0.0003,-3.48
5,middle right,1.21,1.21,0.002,-6.33
5,middle right,1.23,1.23,0.0022,-7.16
5,middle right,1.23,1.23,0.0022,-3.52
5,middle right,1.23,1.23,0.0022,-3.52
5,middle right,1.12,1.12,0.0013,-4.5
5,middle right,1.0,1.0,0.0,-4.88
5,middle right,1.04,1.04,0.0004,-4.49
5,middle right,1.04,1.04,0.0004,-0.9
5,middle right,1.2,1.2,0.0018,-1.73
5,middle right,1.14,1.14,0.0013,-5.45
5,middle right,1.21,1.21,0.0021,-4.35
5,middle right,1.29,1.29,0.0026,-2.32
5,middle right,1.12,1.12,0.0011,-4.13
5,middle right,1.14,1.14,0.0013,-0.18
5,middle right,1.14,1.14,0.0012,-6.02
5,middle right,1.14,1.14,0.0012,-6.02
5,middle right,1.24,1.24,0.0022,-6.44
5,middle right,1.05,1.05,0.0005,-6.98
5,middle right,1.44,1.44,0.0043,-13.07
5,middle right,1.35,1.35,0.0034,-3.67
5,middle right,1.28,1.28,0.0028,-4.04
5,middle right,1.38,1.38,0.0037,-7.71
5,middle right,1.16,1.16,0.0016,-1.63
5,middle right,1.2,1.2,0.002,-8.0
5,middle right,1.22,1.22,0.0021,1.87
5,middle right,1.12,1.12,0.0012,-0.22
5,middle right,1.05,1.05,0.0006,-0.13
5,middle right,1.05,1.05,0.0006,-0.13
5,middle right,1.13,1.13,0.0012,-5.36
5,middle right,1.27,1.27,0.0024,0.35
5,middle right,1.22,1.22,0.002,-3.2
5,middle right,1.19,1.19,0.0018,1.62
5,middle right,1.21,1.21,0.0019,-3.48
5,middle right,1.19,1.19,0.0018,-1.44
5,middle right,1.26,1.26,0.0025,-3.71
5,middle right,1.14,1.14,0.0015,-3.66
5,middle right,1.08,1.08,0.0008,-5.12
5,middle right,1.15,1.15,0.0014,-2.78
5,middle right,1.18,1.18,0.0017,0.9
5,middle right,1.18,1.18,0.0017,0.9
5,middle right,1.14,1.14,0.0014,-0.09
5,middle right,1.11,1.11,0.0012,3.47
5,middle right,1.08,1.08,0.0009,1.15
5,middle right,1.26,1.26,0.0024,1.0
5,middle right,1.26,1.26,0.0023,-1.06
5,middle right,1.13,1.13,0.0012,-5.84
5,middle right,1.08,1.08,0.0007,-0.34
5,middle right,1.24,1.24,0.0023,-2.82
5,middle right,1.08,1.08,0.0008,-4.55
5,middle right,1.24,1.24,0.0024,4.85
5,middle right,1.44,1.44,0.0038,3.5
5,middle right,1.44,1.44,0.0038,3.5
5,middle right,1.01,0.99,0.0001,0.67
5,middle right,1.2,1.2,0.0019,4.1
5,middle right,1.29,1.29,0.0027,1.11
5,middle right,1.2,1.2,0.002,4.14
5,middle right,1.21,1.21,0.002,-1.79
5,middle right,1.21,1.21,0.002,1.07
5,middle right,1.23,1.23,0.0023,2.57
5,middle right,1.3,1.3,0.0028,-0.66
5,middle right,1.28,1.28,0.0025,2.18
5,middle right,1.26,1.26,0.0023,2.99
5,middle right,1.28,1.28,0.0026,3.65
5,middle right,1.28,1.28,0.0026,3.65
5,middle right,1.24,1.24,0.0022,-3.37
5,middle right,1.24,1.24,0.0021,-1.29
5,middle right,1.35,1.35,0.0031,3.39
5,middle right,1.29,1.29,0.0024,2.39
5,middle right,1.27,1.27,0.0024,0.76
5,middle right,1.34,1.34,0.003,3.66
5,middle right,1.26,1.26,0.0024,2.56
5,middle right,1.35,1.35,0.003,1.7
5,middle right,1.34,1.34,0.0031,-1.17
5,middle right,1.4,1.4,0.0034,0.28
5,middle right,1.59,1.59,0.0048,6.11
5,middle right,1.59,1.59,0.0048,6.11
5,middle right,1.33,1.33,0.003,-0.88
5,middle right,1.48,1.48,0.0039,-0.97
5,middle right,1.43,1.43,0.0038,1.45
5,middle right,1.2,1.2,0.0017,2.35
5,middle right,1.38,1.38,0.003,3.07
5,middle right,1.29,1.29,0.0027,1.41
5,middle right,1.42,1.42,0.0036,-0.94
5,middle right,1.38,1.38,0.0034,-0.23
5,middle right,1.53,1.53,0.0041,-1.92
5,middle right,1.51,1.51,0.004,-3.58
5,middle right,1.66,1.66,0.005,1.07
5,middle right,1.66,1.66,0.005,1.07
5,middle right,1.23,1.23,0.0021,-1.63
5,middle right,1.41,1.41,0.0034,2.9
5,middle right,1.17,1.17,0.0015,9.74
5,middle right,1.13,1.13,0.0013,4.58
5,middle right,1.27,1.27,0.0025,4.21
5,middle right,1.48,1.48,0.004,-0.77
5,middle right,1.45,1.45,0.0039,1.16
5,middle right,1.52,1.52,0.0041,6.06
5,middle right,1.25,1.25,0.0022,7.6
5,middle right,1.36,1.36,0.0032,4.54
5,middle right,1.22,1.22,0.002,4.54
5,middle right,1.22,1.22,0.002,4.54
5,middle right,1.57,1.57,0.0043,7.48
5,middle right,1.51,1.51,0.004,4.84
5,middle right,1.4,1.4,0.0034,-0.03
5,middle right,1.4,1.4,0.0032,2.41
5,middle right,1.23,1.23,0.002,0.3
5,middle right,1.13,1.13,0.0012,1.03
5,middle right,1.71,1.71,0.0052,5.46
5,middle right,1.74,1.74,0.0054,8.75
5,middle right,1.57,1.57,0.0043,5.02
5,middle right,1.69,1.69,0.0052,1.62
5,middle right,1.5,1.5,0.0043,2.3
5,middle right,1.5,1.5,0.0043,2.3
5,middle right,1.63,1.63,0.0049,4.88
5,middle right,1.52,1.52,0.0039,7.46
5,middle right,1.76,1.76,0.0054,-1.64
5,middle right,1.63,1.63,0.0051,0.79
5,middle right,1.55,1.55,0.0044,2.45
6,bottom left,1.52,1.52,0.0042,3.45
6,bottom left,1.48,1.48,0.004,2.64
6,bottom left,1.67,1.67,0.0048,2.36
6,bottom left,1.57,1.57,0.0044,2.54
6,bottom left,1.55,1.55,0.0045,3.04
6,bottom left,1.58,1.58,0.0048,3.06
6,bottom left,1.66,1.66,0.0052,3.25
6,bottom left,1.35,1.35,0.0034,-5.96
6,bottom left,1.51,1.51,0.0044,-3.14
6,bottom left,1.85,1.85,0.0062,2.19
6,bottom left,1.53,1.53,0.0043,4.12
6,bottom left,1.61,1.61,0.0051,-3.69
6,bottom left,1.58,1.58,0.0045,-0.55
6,bottom left,1.49,1.49,0.0041,-3.78
6,bottom left,1.66,1.66,0.0052,-0.93
6,bottom left,1.66,1.66,0.0052,-0.93
6,bottom left,1.53,1.53,0.0041,5.88
6,bottom left,1.47,1.47,0.004,4.57
6,bottom left,1.36,1.36,0.0027,2.71
6,bottom left,1.64,1.64,0.005,-2.22
6,bottom left,1.33,1.33,0.0031,3.39
6,bottom left,1.31,1.31,0.0031,2.55
6,bottom left,1.38,1.38,0.0037,-5.32
6,bottom left,1.47,1.47,0.0044,7.67
6,bottom left,1.51,1.51,0.0047,4.47
6,bottom left,1.38,1.38,0.0035,2.56
6,bottom left,1.38,1.38,0.0035,-7.49
6,bottom left,1.38,1.38,0.0035,-7.49
6,bottom left,1.45,1.45,0.0038,-3.53
6,bottom left,1.73,1.73,0.0061,-0.25
6,bottom left,1.57,1.57,0.0049,-5.79
6,bottom left,1.75,1.75,0.0063,-1.64
6,bottom left,1.51,1.51,0.0046,-5.64
6,bottom left,1.85,1.85,0.0064,-0.82
6,bottom left,1.49,1.49,0.004,4.69
6,bottom left,1.61,1.61,0.005,-7.13
6,bottom left,1.73,1.73,0.0063,-8.25
6,bottom left,1.61,1.61,0.0054,-1.24
6,bottom left,1.61,1.61,0.0054,-1.24
6,bottom left,1.53,1.53,0.0047,-4.64
6,bottom left,1.54,1.54,0.0049,-1.5
6,bottom left,1.84,1.84,0.0067,0.46
6,bottom left,1.56,1.56,0.0047,-3.43
6,bottom left,1.56,1.56,0.0047,1.7
6,bottom left,1.4,1.4,0.0038,6.31
6,bottom left,1.54,1.54,0.005,-0.72
6,bottom left,1.41,1.41,0.0039,-0.4
6,bottom left,1.45,1.45,0.0042,5.28
6,bottom left,1.55,1.55,0.0055,2.34
6,bottom left,1.51,1.51,0.005,-4.77
6,bottom left,1.51,1.51,0.005,-4.77
6,bottom left,1.66,1.66,0.006,-2.89
6,bottom left,1.05,1.05,0.0006,-3.45
6,bottom left,1.23,1.23,0.0025,-1.59
6,bottom left,1.7,1.7,0.006,6.61
6,bottom left,1.87,1.87,0.0071,-0.98
6,bottom left,1.58,1.58,0.0046,2.8
6,bottom left,1.29,1.29,0.0027,-0.98
6,bottom left,1.56,1.56,0.0044,0.22
6,bottom left,1.51,1.51,0.0041,5.55
6,bottom left,1.43,1.43,0.0037,5.41
6,bottom left,1.75,1.75,0.0059,8.2
6,bottom left,1.75,1.75,0.0059,8.2
6,bottom left,1.75,1.75,0.0056,9.22
6,bottom left,1.64,1.64,0.005,6.41
6,bottom left,1.68,1.68,0.0056,4.79
6,bottom left,1.57,1.57,0.0045,7.5
6,bottom left,1.36,1.36,0.0035,0.32
6,bottom left,1.89,1.89,0.0065,5.34
6,bottom left,1.6,1.6,0.0051,5.62
6,bottom left,1.37,1.37,0.0036,2.08
6,bottom left,1.31,1.31,0.0028,3.96
6,bottom left,1.57,1.57,0.0046,8.41
6,bottom left,1.52,1.52,0.0043,2.27
6,bottom left,1.52,1.52,0.0043,2.27
6,bottom left,1.21,1.21,0.0022,-2.78
6,bottom left,1.46,1.46,0.004,4.42
6,bottom left,1.4,1.4,0.0039,10.83
6,bottom left,1.47,1.47,0.0047,0.26
6,bottom left,1.48,1.48,0.0049,8.52
6,bottom left,1.69,1.69,0.0065,-5.66
6,bottom left,1.93,1.93,0.008,-1.15
6,bottom left,1.53,1.53,0.0053,-8.44
6,bottom left,1.45,1.45,0.0047,-1.06
6,bottom left,1.67,1.67,0.0063,-4.84
6,bottom left,1.49,1.49,0.0047,-9.65
6,bottom left,1.49,1.49,0.0047,-9.65
6,bottom left,1.51,1.51,0.0051,-7.3
6,bottom left,1.49,1.49,0.0042,1.73
6,bottom left,1.38,1.38,0.0035,-11.02
6,bottom left,1.58,1.58,0.0048,-2.34
6,bottom left,1.44,1.44,0.0034,-0.25
6,bottom left,1.56,1.56,0.0037,-4.66
6,bottom left,1.54,1.54,0.0036,0.31
6,bottom left,1.5,1.5,0.0035,3.41
6,bottom left,1.3,1.3,0.0022,3.83
6,bottom left,1.27,1.27,0.0021,1.05
6,bottom left,1.36,1.36,0.0027,5.1
6,bottom left,1.36,1.36,0.0027,5.1
6,bottom left,1.26,1.26,0.0019,5.59
6,bottom left,1.41,1.41,0.0026,8.68
6,bottom left,1.16,1.16,0.0014,2.02
6,bottom left,1.31,1.31,0.0021,6.49
6,bottom left,1.6,1.6,0.0038,7.73
6,bottom left,1.29,1.29,0.0021,-4.18
6,bottom left,1.2,1.2,0.0016,2.83
6,bottom left,1.1,1.1,0.0008,6.88
6,bottom left,1.03,1.03,0.0003,-0.55
6,bottom left,1.02,0.98,0.0002,-5.44
6,bottom left,1.22,1.22,0.0015,1.57
6,bottom left,1.22,1.22,0.0015,1.57
6,bottom left,1.13,1.13,0.001,2.58
6,bottom left,1.25,1.25,0.0018,-0.6
6,bottom left,1.03,1.03,0.0002,1.81
6,bottom left,1.21,1.21,0.0014,3.52
6,bottom left,1.01,1.01,0.0001,3.01
6,bottom left,1.02,1.02,0.0002,7.0
6,bottom left,1.03,0.97,0.0002,1.19
6,bottom left,1.09,1.09,0.0006,7.61
6,bottom left,1.04,1.04,0.0003,1.91
6,bottom left,1.04,0.96,0.0003,3.41
6,bottom left,1.04,0.96,0.0004,0.95
6,bottom left,1.04,0.96,0.0004,0.95
6,bottom left,1.07,0.93,0.0006,0.76
6,bottom left,1.0,1.0,0.0,4.22
6,bottom left,1.04,1.04,0.0004,4.4
6,bottom left,1.07,1.07,0.0006,-0.79
6,bottom left,1.03,1.03,0.0002,3.21
6,bottom left,1.13,1.13,0.001,5.9
6,bottom left,1.01,0.99,0.0001,1.26
6,bottom left,1.04,1.04,0.0003,4.31
6,bottom left,1.06,1.06,0.0005,4.06
6,bottom left,1.08,0.93,0.0007,0.11
6,bottom left,1.09,1.09,0.0007,5.1
6,bottom left,1.09,1.09,0.0007,5.1
6,bottom left,1.01,1.01,0.0001,6.72
6,bottom left,1.16,0.86,0.0014,1.79
6,bottom left,1.07,1.07,0.0006,6.56
6,bottom left,1.15,0.87,0.0013,2.93
6,bottom left,1.02,0.98,0.0002,-3.99
6,bottom left,1.21,0.82,0.0018,-1.46
6,bottom left,1.19,0.84,0.0015,-5.52
6,bottom left,1.09,1.09,0.0008,-2.45
6,bottom left,1.29,0.78,0.0023,-4.69
6,bottom left,1.14,0.88,0.0012,-1.29
6,bottom left,1.07,0.93,0.0006,-1.06
6,bottom left,1.07,0.93,0.0006,-1.06
6,bottom left,1.11,0.9,0.0009,-1.68
6,bottom left,1.06,0.95,0.0005,-2.7
6,bottom left,1.19,0.84,0.0015,-2.5
6,bottom left,1.07,0.94,0.0006,-0.02
6,bottom left,1.22,0.82,0.0018,0.36
6,bottom left,1.05,0.96,0.0004,1.99
6,bottom left,1.33,0.75,0.0026,0.64
6,bottom left,1.19,0.84,0.0015,1.99
6,bottom left,1.28,0.78,0.0022,3.93
6,bottom left,1.17,0.86,0.0014,-0.6
6,bottom left,1.19,0.84,0.0015,0.63
6,bottom left,1.19,0.84,0.0015,0.63
6,bottom left,1.29,0.77,0.0024,6.29
6,bottom left,1.22,0.82,0.0018,4.19
6,bottom left,1.22,0.82,0.0018,5.27
6,bottom left,1.14,1.14,0.0012,4.15
6,bottom left,1.05,1.05,0.0005,4.2
6,bottom left,1.26,0.8,0.002,-1.26
6,bottom left,1.11,1.11,0.0008,6.15
6,bottom left,1.15,0.87,0.0013,5.94
6,bottom left,1.08,1.08,0.0007,5.41
6,bottom left,1.07,0.93,0.0007,2.95
6,bottom left,1.15,0.87,0.0013,3.13
6,bottom left,1.15,0.87,0.0013,3.13
6,bottom left,1.02,1.02,0.0002,3.53
6,bottom left,1.14,0.88,0.0012,5.11
6,bottom left,1.26,0.79,0.002,7.96
6,bottom left,1.14,0.88,0.0011,5.69
6,bottom left,1.14,0.87,0.0012,6.17
6,bottom left,1.28,0.78,0.0023,-2.85
6,bottom left,1.19,0.84,0.0015,2.0
6,bottom left,1.25,0.8,0.0021,-5.42
6,bottom left,1.48,0.68,0.0037,-7.4
6,bottom left,1.19,0.84,0.0014,-4.44
6,bottom left,1.33,0.75,0.0025,-2.38
6,bottom left,1.33,0.75,0.0025,-2.38
6,bottom left,1.62,0.62,0.0044,-6.81
6,bottom left,1.17,0.86,0.0015,-1.01
6,bottom left,1.14,0.88,0.0012,-0.72
6,bottom left,1.36,0.73,0.0029,-2.16
6,bottom left,1.1,0.91,0.0008,4.52
6,bottom left,1.21,0.82,0.0018,2.27
6,bottom left,1.04,0.96,0.0004,3.25
6,bottom left,1.23,0.81,0.002,2.99
6,bottom left,1.04,0.96,0.0004,4.14
6,bottom left,1.12,0.89,0.0011,3.95
6,bottom left,1.02,0.98,0.0001,-1.08
6,bottom left,1.02,0.98,0.0001,-1.08
6,bottom left,1.14,0.88,0.0012,2.08
6,bottom left,1.1,0.91,0.0008,2.8
6,bottom left,1.03,1.03,0.0002,4.13
6,bottom left,1.11,1.11,0.0009,5.44
6,bottom left,1.06,0.95,0.0004,3.65
6,bottom left,1.05,1.05,0.0004,5.99
6,bottom left,1.07,0.94,0.0005,5.4
6,bottom left,1.0,1.0,0.0,6.14
6,bottom left,1.09,0.92,0.0007,5.08
6,bottom left,1.08,0.93,0.0007,8.85
6,bottom left,1.05,1.05,0.0004,7.42
6,bottom left,1.05,1.05,0.0004,7.42
6,bottom left,1.02,1.02,0.0002,3.76
6,bottom left,1.01,0.99,0.0001,2.44
6,bottom left,1.21,1.21,0.0015,8.24
6,bottom left,1.23,0.81,0.0018,3.54
6,bottom left,1.2,0.83,0.0016,4.62
6,bottom left,1.21,0.83,0.0017,-0.65
6,bottom left,1.17,0.85,0.0015,3.75
6,bottom left,1.17,0.86,0.0013,2.71
6,bottom left,1.2,0.83,0.0017,2.79
6,bottom left,1.19,0.84,0.0016,-6.43
6,bottom left,1.18,0.85,0.0015,-3.34
6,bottom left,1.18,0.85,0.0015,-3.34
6,bottom left,1.07,0.93,0.0006,-2.79
6,bottom left,1.02,0.98,0.0002,4.35
6,bottom left,1.03,0.98,0.0002,1.72
6,bottom left,1.03,0.97,0.0003,5.27
6,bottom left,1.07,1.07,0.0007,-0.26
6,bottom left,1.12,0.9,0.0011,5.26
6,bottom left,1.08,1.08,0.0008,5.62
6,bottom left,1.08,1.08,0.0007,6.49
6,bottom left,1.1,1.1,0.001,3.2
6,bottom left,1.03,0.97,0.0003,4.12
6,bottom left,1.08,0.92,0.0007,1.52
6,bottom left,1.08,0.92,0.0007,1.52
6,bottom left,1.26,0.79,0.0022,-1.35
6,bottom left,1.2,0.83,0.0017,1.39
6,bottom left,1.11,0.9,0.0009,-3.62
6,bottom left,1.07,0.93,0.0007,3.84
6,bottom left,1.09,0.92,0.0008,0.42
6,bottom left,1.18,0.85,0.0016,1.23
6,bottom left,1.1,0.91,0.0008,3.74
6,bottom left,1.04,0.96,0.0003,3.76
6,bottom left,1.04,1.04,0.0003,6.78
6,bottom left,1.16,0.86,0.0013,6.77
6,bottom left,1.12,0.89,0.0009,5.57
6,bottom left,1.12,0.89,0.0009,5.57
6,bottom left,1.05,1.05,0.0004,9.47
6,bottom left,1.1,1.1,0.0008,6.98
6,bottom left,1.0,1.0,0.0,6.08
6,bottom left,1.32,1.32,0.0024,5.91
6,bottom left,1.01,0.99,0.0001,4.06
7,bottom center,1.17,0.85,0.0014,4.16
7,bottom center,1.0,1.0,0.0,0.61
7,bottom center,1.09,0.92,0.0008,0.58
7,bottom center,1.11,0.9,0.001,-0.92
7,bottom center,1.15,0.87,0.0013,0.99
7,bottom center,1.12,0.89,0.0011,2.94
7,bottom center,1.16,0.86,0.0014,1.02
7,bottom center,1.19,0.84,0.0016,0.05
7,bottom center,1.08,0.92,0.0008,3.31
7,bottom center,1.27,0.79,0.0023,4.19
7,bottom center,1.12,0.89,0.0011,2.69
7,bottom center,1.24,0.81,0.0021,-3.17
7,bottom center,1.02,0.98,0.0002,4.56
7,bottom center,1.18,0.85,0.0016,0.62
7,bottom center,1.16,0.86,0.0013,-1.73
7,bottom center,1.16,0.86,0.0013,-1.73
7,bottom center,1.18,0.85,0.0015,2.48
7,bottom center,1.1,0.91,0.0009,4.62
7,bottom center,1.27,0.79,0.0023,-2.36
7,bottom center,1.04,0.97,0.0003,2.92
7,bottom center,1.22,0.82,0.002,-2.2
7,bottom center,1.47,0.68,0.0038,-0.45
7,bottom center,1.66,0.6,0.005,2.23
7,bottom center,1.38,0.73,0.0024,-2.19
7,bottom center,1.34,0.75,0.0024,2.25
7,bottom center,1.82,0.55,0.0054,10.25
7,bottom center,1.82,0.55,0.0054,10.25
7,bottom center,1.51,0.66,0.0033,1.44
7,bottom center,1.42,0.71,0.0028,3.1
7,bottom center,2.02,0.5,0.0065,3.35
7,bottom center,1.84,0.54,0.0052,6.69
7,bottom center,1.9,0.53,0.0055,2.6
7,bottom center,1.8,0.56,0.005,9.18
7,bottom center,1.74,0.57,0.0047,7.34
7,bottom center,1.96,0.51,0.0057,-2.67
7,bottom center,1.69,0.59,0.0046,3.87
7,bottom center,1.42,0.71,0.0027,-0.09
7,bottom center,1.28,0.78,0.002,3.92
7,bottom center,1.28,0.78,0.002,3.92
7,bottom center,1.13,0.88,0.001,6.56
7,bottom center,1.01,1.01,0.0001,6.68
7,bottom center,1.01,1.01,0.0001,6.44
7,bottom center,1.01,0.99,0.0001,6.04
7,bottom center,1.01,0.99,0.0,0.74
7,bottom center,1.09,0.92,0.0008,1.8
7,bottom center,1.13,1.13,0.0012,2.99
7,bottom center,1.05,0.96,0.0004,2.18
7,bottom center,1.07,1.07,0.0006,0.42
7,bottom center,1.08,1.08,0.0008,-0.08
7,bottom center,1.14,0.88,0.0013,-4.56
7,bottom center,1.14,0.88,0.0013,-4.56
7,bottom center,1.23,0.81,0.0021,-1.28
7,bottom center,1.19,0.84,0.0018,-2.29
7,bottom center,1.15,0.87,0.0014,-0.15
7,bottom center,1.11,0.9,0.0011,1.7
7,bottom center,1.04,0.96,0.0004,-5.43
7,bottom center,1.01,1.01,0.0001,2.06
7,bottom center,1.01,0.99,0.0001,-1.26
7,bottom center,1.06,0.95,0.0005,1.76
7,bottom center,1.01,1.01,0.0001,1.13
7,bottom center,1.01,0.99,0.0001,0.86
7,bottom center,1.09,0.92,0.0007,4.78
7,bottom center,1.09,0.92,0.0007,4.78
7,bottom center,1.07,1.07,0.0006,0.55
7,bottom center,1.06,0.94,0.0005,5.14
7,bottom center,1.07,1.07,0.0005,9.01
7,bottom center,1.01,0.99,0.0001,7.68
7,bottom center,1.04,1.04,0.0003,10.45
7,bottom center,1.16,1.16,0.0012,10.73
7,bottom center,1.12,1.12,0.0008,9.43
7,bottom center,1.07,1.07,0.0005,9.95
7,bottom center,1.13,1.13,0.001,10.87
7,bottom center,1.15,1.15,0.0011,10.71
7,bottom center,1.22,1.22,0.0016,9.97
7,bottom center,1.22,1.22,0.0016,9.97
7,bottom center,1.11,1.11,0.0008,9.04
7,bottom center,1.18,1.18,0.0014,10.24
7,bottom center,1.04,1.04,0.0003,8.56
7,bottom center,1.02,1.02,0.0002,8.6
7,bottom center,1.09,1.09,0.0007,7.38
7,bottom center,1.04,0.97,0.0003,4.77
7,bottom center,1.05,1.05,0.0004,2.36
7,bottom center,1.07,0.94,0.0006,1.34
7,bottom center,1.17,1.17,0.0015,0.22
7,bottom center,1.03,0.97,0.0003,1.25
7,bottom center,1.0,1.0,0.0,3.12
7,bottom center,1.0,1.0,0.0,3.12
7,bottom center,1.01,1.01,0.0001,-1.01
7,bottom center,1.01,0.99,0.0001,-2.33
7,bottom center,1.08,1.08,0.0008,1.47
7,bottom center,1.06,1.06,0.0005,-4.51
7,bottom center,1.13,1.13,0.0012,-1.5
7,bottom center,1.13,1.13,0.0012,-0.04
7,bottom center,1.1,0.91,0.001,-1.87
7,bottom center,1.09,0.91,0.0009,-3.97
7,bottom center,1.07,1.07,0.0007,-0.64
7,bottom center,1.01,1.01,0.0001,4.14
7,bottom center,1.0,1.0,0.0,2.31
7,bottom center,1.0,1.0,0.0,2.31
7,bottom center,1.04,0.96,0.0004,3.82
7,bottom center,1.0,1.0,0.0,2.48
7,bottom center,1.19,1.19,0.0018,3.1
7,bottom center,1.11,1.11,0.0011,-2.42
7,bottom center,1.07,1.07,0.0008,-2.83
7,bottom center,1.09,1.09,0.0008,-3.63
7,bottom center,1.04,1.04,0.0004,-2.32
7,bottom center,1.43,1.43,0.0035,-1.44
7,bottom center,1.29,1.29,0.0025,-2.56
7,bottom center,1.27,1.27,0.0022,-0.91
7,bottom center,1.41,1.41,0.0034,-1.55
7,bottom center,1.41,1.41,0.0034,-1.55
7,bottom center,1.24,1.24,0.002,0.99
7,bottom center,1.19,1.19,0.0017,-0.35
7,bottom center,1.26,1.26,0.0022,-4.93
7,bottom center,1.25,1.25,0.0022,-1.19
7,bottom center,1.37,1.37,0.003,-1.78
7,bottom center,1.29,1.29,0.0023,-2.04
7,bottom center,1.3,1.3,0.0024,0.99
7,bottom center,1.21,1.21,0.0019,-1.61
7,bottom center,1.22,1.22,0.0019,-3.53
7,bottom center,1.22,1.22,0.0019,0.59
7,bottom center,1.29,1.29,0.0024,1.82
7,bottom center,1.29,1.29,0.0024,1.82
7,bottom center,1.1,1.1,0.0009,-0.3
7,bottom center,1.14,1.14,0.0013,2.14
7,bottom center,1.04,0.96,0.0004,-9.61
7,bottom center,1.01,1.01,0.0001,1.9
7,bottom center,1.05,1.05,0.0005,0.06
7,bottom center,1.01,1.01,0.0001,-3.05
7,bottom center,1.05,1.05,0.0005,-7.51
7,bottom center,1.06,0.95,0.0005,-1.45
7,bottom center,1.12,0.9,0.0011,-2.58
7,bottom center,1.13,0.88,0.0012,0.33
7,bottom center,1.06,1.06,0.0006,2.83
7,bottom center,1.06,1.06,0.0006,2.83
7,bottom center,1.11,1.11,0.0011,-1.82
7,bottom center,1.11,1.11,0.0011,-3.48
7,bottom center,1.13,1.13,0.0013,0.36
7,bottom center,1.18,1.18,0.0019,1.8
7,bottom center,1.28,1.28,0.0032,7.21
7,bottom center,1.17,0.85,0.002,-2.95
7,bottom center,1.15,1.15,0.0018,2.21
7,bottom center,1.07,1.07,0.0009,5.93
7,bottom center,1.03,1.03,0.0003,-1.55
7,bottom center,1.17,1.17,0.0022,-2.77
7,bottom center,1.05,1.05,0.0006,-2.86
7,bottom center,1.05,1.05,0.0006,-2.86
7,bottom center,1.33,1.33,0.0036,-2.75
7,bottom center,1.16,1.16,0.0019,3.98
7,bottom center,1.13,1.13,0.0015,-1.84
7,bottom center,1.16,1.16,0.0015,-4.97
7,bottom center,1.13,1.13,0.0012,-3.95
7,bottom center,1.23,1.23,0.002,-4.26
7,bottom center,1.28,1.28,0.0024,-2.41
7,bottom center,1.26,1.26,0.0022,-1.94
7,bottom center,1.31,1.31,0.0026,-5.49
7,bottom center,1.23,1.23,0.002,-3.28
7,bottom center,1.22,1.22,0.0019,-2.24
7,bottom center,1.22,1.22,0.0019,-2.24
7,bottom center,1.17,1.17,0.0014,0.0
7,bottom center,1.07,1.07,0.0007,-1.94
7,bottom center,1.15,1.15,0.0014,-2.0
7,bottom center,1.12,1.12,0.0012,2.01
7,bottom center,1.02,1.02,0.0002,-4.3
7,bottom center,1.02,0.98,0.0002,-7.23
7,bottom center,1.0,1.0,0.0,-4.6
7,bottom center,1.12,1.12,0.001,0.38
7,bottom center,1.0,1.0,0.0001,-5.35
7,bottom center,1.09,0.92,0.0008,-1.38
7,bottom center,1.19,0.84,0.0016,-8.24
7,bottom center,1.19,0.84,0.0016,-8.24
7,bottom center,1.2,1.2,0.0017,1.55
7,bottom center,1.08,0.93,0.0008,0.41
7,bottom center,1.07,0.93,0.0007,3.55
7,bottom center,1.18,1.18,0.0017,0.53
7,bottom center,1.01,0.99,0.0001,-1.35
7,bottom center,1.0,1.0,0.0,-1.63
7,bottom center,1.16,1.16,0.0015,4.89
7,bottom center,1.02,0.99,0.0002,-0.09
7,bottom center,1.05,1.05,0.0005,1.68
7,bottom center,1.15,1.15,0.0015,0.21
7,bottom center,1.26,1.26,0.0025,2.86
7,bottom center,1.26,1.26,0.0025,2.86
7,bottom center,1.09,0.91,0.0009,-1.56
7,bottom center,1.04,0.96,0.0004,-5.32
